,Y,X
697,284,143
698,284,142
699,284,141
700,283,240
701,283,239
702,283,238
703,283,237
704,283,144
705,283,143
706,283,142
707,283,141
708,282,240
709,282,239
710,282,238
711,282,237
712,282,144
713,282,143
714,282,142
715,282,141
716,281,241
717,281,240
718,281,239
719,281,238
720,281,144
721,281,143
722,281,142
723,281,141
724,280,241
725,280,240
726,280,239
727,280,238
728,280,144
729,280,143
730,280,142
731,280,141
732,279,241
733,279,240
734,279,239
735,279,238
736,279,144
737,279,143
738,279,142
739,279,141
740,278,242
741,278,241
742,278,240
743,278,239
744,278,238
745,278,144
746,278,143
747,278,142
748,278,141
749,277,242
750,277,241
751,277,240
752,277,239
753,277,144
754,277,143
755,277,142
756,277,141
757,276,242
758,276,241
759,276,240
760,276,239
761,276,144
762,276,143
763,276,142
764,276,141
765,275,242
766,275,241
767,275,240
768,275,239
769,275,144
770,275,143
771,275,142
772,275,141
773,274,243
774,274,242
775,274,241
776,274,240
777,274,144
778,274,143
779,274,142
780,274,141
781,273,243
782,273,242
783,273,241
784,273,240
785,273,144
786,273,143
787,273,142
788,273,141
789,272,244
790,272,243
791,272,242
792,272,241
793,272,240
794,272,144
795,272,143
796,272,142
797,272,141
798,271,244
799,271,243
800,271,242
801,271,241
802,271,144
803,271,143
804,271,142
805,271,141
806,270,245
807,270,244
808,270,243
809,270,242
810,270,241
811,270,144
812,270,143
813,270,142
814,270,141
815,269,245
816,269,244
817,269,243
818,269,242
819,269,144
820,269,143
821,269,142
822,269,141
823,268,246
824,268,245
825,268,244
826,268,243
827,268,242
828,268,144
829,268,143
830,268,142
831,268,141
832,267,246
833,267,245
834,267,244
835,267,243
836,267,144
837,267,143
838,267,142
839,267,141
840,266,247
841,266,246
842,266,245
843,266,244
844,266,243
845,266,144
846,266,143
847,266,142
848,266,141
849,265,247
850,265,246
851,265,245
852,265,244
853,265,144
854,265,143
855,265,142
856,265,141
857,264,248
858,264,247
859,264,246
860,264,245
861,264,244
862,264,144
863,264,143
864,264,142
865,264,141
866,263,248
867,263,247
868,263,246
869,263,245
870,263,144
871,263,143
872,263,142
873,263,141
874,262,249
875,262,248
876,262,247
877,262,246
878,262,245
879,262,144
880,262,143
881,262,142
882,262,141
883,261,249
884,261,248
885,261,247
886,261,246
887,261,144
888,261,143
889,261,142
890,261,141
891,260,250
892,260,249
893,260,248
894,260,247
895,260,246
896,260,144
897,260,143
898,260,142
899,260,141
900,259,250
901,259,249
902,259,248
903,259,247
904,259,144
905,259,143
906,259,142
907,259,141
908,258,251
909,258,250
910,258,249
911,258,248
912,258,247
913,258,144
914,258,143
915,258,142
916,258,141
917,257,252
918,257,251
919,257,250
920,257,249
921,257,248
922,257,144
923,257,143
924,257,142
925,256,252
926,256,251
927,256,250
928,256,249
929,256,248
930,256,144
931,256,143
932,256,142
933,255,253
934,255,252
935,255,251
936,255,250
937,255,249
938,255,145
939,255,144
940,255,143
941,255,142
942,254,253
943,254,252
944,254,251
945,254,250
946,254,145
947,254,144
948,254,143
949,254,142
950,253,254
951,253,253
952,253,252
953,253,251
954,253,250
955,253,145
956,253,144
957,253,143
958,253,142
959,252,254
960,252,253
961,252,252
962,252,251
963,252,145
964,252,144
965,252,143
966,252,142
967,251,255
968,251,254
969,251,253
970,251,252
971,251,251
972,251,145
973,251,144
974,251,143
975,251,142
976,250,255
977,250,254
978,250,253
979,250,252
980,250,145
981,250,144
982,250,143
983,250,142
984,249,256
985,249,255
986,249,254
987,249,253
988,249,252
989,249,145
990,249,144
991,249,143
992,249,142
993,248,256
994,248,255
995,248,254
996,248,253
997,248,145
998,248,144
999,248,143
1000,248,142
1001,247,257
1002,247,256
1003,247,255
1004,247,254
1005,247,253
1006,247,145
1007,247,144
1008,247,143
1009,246,257
1010,246,256
1011,246,255
1012,246,254
1013,246,145
1014,246,144
1015,246,143
1016,245,258
1017,245,257
1018,245,256
1019,245,255
1020,245,254
1021,245,146
1022,245,145
1023,245,144
1024,245,143
1025,244,258
1026,244,257
1027,244,256
1028,244,255
1029,244,146
1030,244,145
1031,244,144
1032,244,143
1033,243,259
1034,243,258
1035,243,257
1036,243,256
1037,243,255
1038,243,146
1039,243,145
1040,243,144
1041,243,143
1042,242,259
1043,242,258
1044,242,257
1045,242,256
1046,242,146
1047,242,145
1048,242,144
1049,242,143
1050,241,260
1051,241,259
1052,241,258
1053,241,257
1054,241,256
1055,241,146
1056,241,145
1057,241,144
1058,241,143
1059,240,261
1060,240,260
1061,240,259
1062,240,258
1063,240,257
1064,240,146
1065,240,145
1066,240,144
1067,240,143
1068,239,261
1069,239,260
1070,239,259
1071,239,258
1072,239,146
1073,239,145
1074,239,144
1075,239,143
1076,238,262
1077,238,261
1078,238,260
1079,238,259
1080,238,258
1081,238,146
1082,238,145
1083,238,144
1084,238,143
1085,237,262
1086,237,261
1087,237,260
1088,237,259
1089,237,146
1090,237,145
1091,237,144
1092,236,263
1093,236,262
1094,236,261
1095,236,260
1096,236,259
1097,236,146
1098,236,145
1099,236,144
1100,235,264
1101,235,263
1102,235,262
1103,235,261
1104,235,260
1105,235,147
1106,235,146
1107,235,145
1108,235,144
1109,234,264
1110,234,263
1111,234,262
1112,234,261
1113,234,147
1114,234,146
1115,234,145
1116,234,144
1117,233,265
1118,233,264
1119,233,263
1120,233,262
1121,233,261
1122,233,147
1123,233,146
1124,233,145
1125,233,144
1126,232,265
1127,232,264
1128,232,263
1129,232,262
1130,232,147
1131,232,146
1132,232,145
1133,232,144
1134,231,266
1135,231,265
1136,231,264
1137,231,263
1138,231,262
1139,231,147
1140,231,146
1141,231,145
1142,231,144
1143,230,267
1144,230,266
1145,230,265
1146,230,264
1147,230,263
1148,230,147
1149,230,146
1150,230,145
1151,230,144
1152,229,267
1153,229,266
1154,229,265
1155,229,264
1156,229,147
1157,229,146
1158,229,145
1159,228,268
1160,228,267
1161,228,266
1162,228,265
1163,228,264
1164,228,148
1165,228,147
1166,228,146
1167,228,145
1168,227,268
1169,227,267
1170,227,266
1171,227,265
1172,227,148
1173,227,147
1174,227,146
1175,227,145
1176,226,269
1177,226,268
1178,226,267
1179,226,266
1180,226,265
1181,226,148
1182,226,147
1183,226,146
1184,226,145
1185,225,270
1186,225,269
1187,225,268
1188,225,267
1189,225,266
1190,225,148
1191,225,147
1192,225,146
1193,225,145
1194,224,270
1195,224,269
1196,224,268
1197,224,267
1198,224,148
1199,224,147
1200,224,146
1201,224,145
1202,223,271
1203,223,270
1204,223,269
1205,223,268
1206,223,267
1207,223,149
1208,223,148
1209,223,147
1210,223,146
1211,222,271
1212,222,270
1213,222,269
1214,222,268
1215,222,149
1216,222,148
1217,222,147
1218,222,146
1219,221,273
1220,221,272
1221,221,271
1222,221,270
1223,221,269
1224,221,268
1225,221,149
1226,221,148
1227,221,147
1228,221,146
1229,220,274
1230,220,273
1231,220,272
1232,220,271
1233,220,270
1234,220,269
1235,220,149
1236,220,148
1237,220,147
1238,220,146
1239,219,275
1240,219,274
1241,219,273
1242,219,272
1243,219,271
1244,219,270
1245,219,149
1246,219,148
1247,219,147
1248,219,146
1249,218,277
1250,218,276
1251,218,275
1252,218,274
1253,218,273
1254,218,272
1255,218,271
1256,218,150
1257,218,149
1258,218,148
1259,218,147
1260,217,278
1261,217,277
1262,217,276
1263,217,275
1264,217,274
1265,217,273
1266,217,272
1267,217,150
1268,217,149
1269,217,148
1270,217,147
1271,216,280
1272,216,279
1273,216,278
1274,216,277
1275,216,276
1276,216,275
1277,216,274
1278,216,150
1279,216,149
1280,216,148
1281,216,147
1282,215,281
1283,215,280
1284,215,279
1285,215,278
1286,215,277
1287,215,276
1288,215,275
1289,215,150
1290,215,149
1291,215,148
1292,215,147
1293,214,282
1294,214,281
1295,214,280
1296,214,279
1297,214,278
1298,214,277
1299,214,276
1300,214,150
1301,214,149
1302,214,148
1303,214,147
1304,213,284
1305,213,283
1306,213,282
1307,213,281
1308,213,280
1309,213,279
1310,213,278
1311,213,151
1312,213,150
1313,213,149
1314,213,148
1315,212,285
1316,212,284
1317,212,283
1318,212,282
1319,212,281
1320,212,280
1321,212,279
1322,212,151
1323,212,150
1324,212,149
1325,212,148
1326,211,288
1327,211,287
1328,211,286
1329,211,285
1330,211,284
1331,211,283
1332,211,282
1333,211,281
1334,211,151
1335,211,150
1336,211,149
1337,211,148
1338,210,294
1339,210,293
1340,210,292
1341,210,291
1342,210,290
1343,210,289
1344,210,288
1345,210,287
1346,210,286
1347,210,285
1348,210,284
1349,210,283
1350,210,282
1351,210,151
1352,210,150
1353,210,149
1354,210,148
1355,209,300
1356,209,299
1357,209,298
1358,209,297
1359,209,296
1360,209,295
1361,209,294
1362,209,293
1363,209,292
1364,209,291
1365,209,290
1366,209,289
1367,209,288
1368,209,287
1369,209,286
1370,209,285
1371,209,284
1372,209,283
1373,209,151
1374,209,150
1375,209,149
1376,209,148
1377,208,303
1378,208,302
1379,208,301
1380,208,300
1381,208,299
1382,208,298
1383,208,297
1384,208,296
1385,208,295
1386,208,294
1387,208,293
1388,208,292
1389,208,291
1390,208,290
1391,208,289
1392,208,288
1393,208,287
1394,208,286
1395,208,285
1396,208,151
1397,208,150
1398,208,149
1399,207,349
1400,207,348
1401,207,347
1402,207,346
1403,207,306
1404,207,305
1405,207,304
1406,207,303
1407,207,302
1408,207,301
1409,207,300
1410,207,299
1411,207,298
1412,207,297
1413,207,296
1414,207,295
1415,207,294
1416,207,293
1417,207,292
1418,207,291
1419,207,290
1420,207,152
1421,207,151
1422,207,150
1423,207,149
1424,206,350
1425,206,349
1426,206,348
1427,206,347
1428,206,346
1429,206,345
1430,206,344
1431,206,309
1432,206,308
1433,206,307
1434,206,306
1435,206,305
1436,206,304
1437,206,303
1438,206,302
1439,206,301
1440,206,300
1441,206,299
1442,206,298
1443,206,297
1444,206,296
1445,206,152
1446,206,151
1447,206,150
1448,206,149
1449,205,350
1450,205,349
1451,205,348
1452,205,347
1453,205,346
1454,205,345
1455,205,344
1456,205,343
1457,205,342
1458,205,341
1459,205,313
1460,205,312
1461,205,311
1462,205,310
1463,205,309
1464,205,308
1465,205,307
1466,205,306
1467,205,305
1468,205,304
1469,205,303
1470,205,302
1471,205,301
1472,205,300
1473,205,152
1474,205,151
1475,205,150
1476,205,149
1477,204,350
1478,204,349
1479,204,348
1480,204,347
1481,204,346
1482,204,345
1483,204,344
1484,204,343
1485,204,342
1486,204,341
1487,204,340
1488,204,339
1489,204,338
1490,204,337
1491,204,336
1492,204,335
1493,204,334
1494,204,333
1495,204,332
1496,204,331
1497,204,330
1498,204,329
1499,204,328
1500,204,327
1501,204,326
1502,204,325
1503,204,324
1504,204,323
1505,204,322
1506,204,321
1507,204,320
1508,204,319
1509,204,318
1510,204,317
1511,204,316
1512,204,315
1513,204,314
1514,204,313
1515,204,312
1516,204,311
1517,204,310
1518,204,309
1519,204,308
1520,204,307
1521,204,306
1522,204,305
1523,204,304
1524,204,152
1525,204,151
1526,204,150
1527,204,149
1528,203,346
1529,203,345
1530,203,344
1531,203,343
1532,203,342
1533,203,341
1534,203,340
1535,203,339
1536,203,338
1537,203,337
1538,203,336
1539,203,335
1540,203,334
1541,203,333
1542,203,332
1543,203,331
1544,203,330
1545,203,329
1546,203,328
1547,203,327
1548,203,326
1549,203,325
1550,203,324
1551,203,323
1552,203,322
1553,203,321
1554,203,320
1555,203,319
1556,203,318
1557,203,317
1558,203,316
1559,203,315
1560,203,314
1561,203,313
1562,203,312
1563,203,311
1564,203,310
1565,203,309
1566,203,308
1567,203,307
1568,203,152
1569,203,151
1570,203,150
1571,203,149
1572,202,343
1573,202,342
1574,202,341
1575,202,340
1576,202,339
1577,202,338
1578,202,337
1579,202,336
1580,202,335
1581,202,334
1582,202,333
1583,202,332
1584,202,331
1585,202,330
1586,202,329
1587,202,328
1588,202,327
1589,202,326
1590,202,325
1591,202,324
1592,202,323
1593,202,322
1594,202,321
1595,202,320
1596,202,319
1597,202,318
1598,202,317
1599,202,316
1600,202,315
1601,202,314
1602,202,313
1603,202,312
1604,202,311
1605,202,310
1606,202,152
1607,202,151
1608,202,150
1609,201,340
1610,201,339
1611,201,338
1612,201,337
1613,201,336
1614,201,335
1615,201,334
1616,201,333
1617,201,332
1618,201,331
1619,201,330
1620,201,329
1621,201,328
1622,201,327
1623,201,326
1624,201,325
1625,201,324
1626,201,323
1627,201,322
1628,201,321
1629,201,320
1630,201,319
1631,201,318
1632,201,317
1633,201,316
1634,201,315
1635,201,314
1636,201,313
1637,201,153
1638,201,152
1639,201,151
1640,201,150
1641,200,153
1642,200,152
1643,200,151
1644,200,150
1645,199,153
1646,199,152
1647,199,151
1648,199,150
1649,198,153
1650,198,152
1651,198,151
1652,198,150
1653,197,153
1654,197,152
1655,197,151
1656,197,150
1657,196,153
1658,196,152
1659,196,151
1660,196,150
1661,195,154
1662,195,153
1663,195,152
1664,195,151
1665,194,154
1666,194,153
1667,194,152
1668,194,151
1669,193,154
1670,193,153
1671,193,152
1672,193,151
1673,192,154
1674,192,153
1675,192,152
1676,192,151
1677,191,154
1678,191,153
1679,191,152
1680,191,151
1681,190,154
1682,190,153
1683,190,152
1684,190,151
1685,189,154
1686,189,153
1687,189,152
1688,189,151
1689,188,155
1690,188,154
1691,188,153
1692,188,152
1693,187,155
1694,187,154
1695,187,153
1696,187,152
1697,186,155
1698,186,154
1699,186,153
1700,186,152
1701,185,155
1702,185,154
1703,185,153
1704,185,152
1705,184,155
1706,184,154
1707,184,153
1708,184,152
1709,183,155
1710,183,154
1711,183,153
1712,183,152
1713,182,155
1714,182,154
1715,182,153
1716,181,156
1717,181,155
1718,181,154
1719,181,153
1720,180,156
1721,180,155
1722,180,154
1723,180,153
1724,179,156
1725,179,155
1726,179,154
1727,179,153
1728,178,156
1729,178,155
1730,178,154
1731,178,153
1732,177,156
1733,177,155
1734,177,154
1735,177,153
1736,176,156
1737,176,155
1738,176,154
1739,176,153
1740,175,156
1741,175,155
1742,175,154
1743,175,153
1744,174,156
1745,174,155
1746,174,154
1747,174,153
1748,173,156
1749,173,155
1750,173,154
1751,173,153
1752,172,156
1753,172,155
1754,172,154
1755,172,153
1756,171,156
1757,171,155
1758,171,154
1759,171,153
1760,170,156
1761,170,155
1762,170,154
1763,170,153
1764,169,156
1765,169,155
1766,169,154
1767,169,153
1768,168,156
1769,168,155
1770,168,154
1771,168,153
1772,167,156
1773,167,155
1774,167,154
1775,167,153
1776,166,156
1777,166,155
1778,166,154
1779,166,153
1780,165,156
1781,165,155
1782,165,154
1783,165,153
1784,164,156
1785,164,155
1786,164,154
1787,164,153
1788,163,156
1789,163,155
1790,163,154
1791,163,153
1792,162,156
1793,162,155
1794,162,154
1795,162,153
1796,161,156
1797,161,155
1798,161,154
1799,161,153
1800,160,156
1801,160,155
1802,160,154
1803,160,153
1804,159,156
1805,159,155
1806,159,154
1807,159,153
1808,158,156
1809,158,155
1810,158,154
1811,158,153
1812,157,156
1813,157,155
1814,157,154
1815,157,153
1816,156,156
1817,156,155
1818,156,154
1819,156,153
1820,155,156
1821,155,155
1822,155,154
1823,155,153
1824,154,156
1825,154,155
1826,154,154
1827,154,153
1828,153,156
1829,153,155
1830,153,154
1831,153,153
1832,153,152
1833,152,156
1834,152,155
1835,152,154
1836,152,153
1837,152,152
1838,152,151
1839,151,155
1840,151,154
1841,151,153
1842,151,152
1843,151,151
1844,151,150
1845,150,154
1846,150,153
1847,150,152
1848,150,151
1849,150,150
1850,150,149
1851,149,153
1852,149,152
1853,149,151
1854,149,150
1855,149,149
1856,149,148
1857,148,152
1858,148,151
1859,148,150
1860,148,149
1861,148,148
1862,147,151
1863,147,150
1864,147,149
1865,147,148
1866,147,147
1867,146,150
1868,146,149
1869,146,148
1870,146,147
1871,146,146
1872,145,149
1873,145,148
1874,145,147
1875,145,146
1876,145,145
1877,144,149
1878,144,148
1879,144,147
1880,144,146
1881,144,145
1882,144,144
1883,143,148
1884,143,147
1885,143,146
1886,143,145
1887,143,144
1888,143,143
1889,142,147
1890,142,146
1891,142,145
1892,142,144
1893,142,143
1894,142,142
1895,141,146
1896,141,145
1897,141,144
1898,141,143
1899,141,142
1900,140,145
1901,140,144
1902,140,143
1903,140,142
1904,140,141
1905,139,144
1906,139,143
1907,139,142
1908,139,141
1909,138,143
1910,138,142
1911,138,141
1912,138,140
1913,137,143
1914,137,142
1915,137,141
1916,137,140
1917,136,142
1918,136,141
1919,136,140
1920,136,139
1921,135,142
1922,135,141
1923,135,140
1924,135,139
1925,134,141
1926,134,140
1927,134,139
1928,134,138
1929,133,141
1930,133,140
1931,133,139
1932,133,138
1933,132,140
1934,132,139
1935,132,138
1936,132,137
1937,131,140
1938,131,139
1939,131,138
1940,131,137
1941,131,136
1942,130,139
1943,130,138
1944,130,137
1945,130,136
1946,130,135
1947,129,138
1948,129,137
1949,129,136
1950,129,135
1951,129,134
1952,128,137
1953,128,136
1954,128,135
1955,128,134
1956,128,133
1957,127,137
1958,127,136
1959,127,135
1960,127,134
1961,127,133
1962,127,132
1963,126,136
1964,126,135
1965,126,134
1966,126,133
1967,126,132
1968,126,131
1969,125,135
1970,125,134
1971,125,133
1972,125,132
1973,125,131
1974,125,130
1975,124,134
1976,124,133
1977,124,132
1978,124,131
1979,124,130
1980,124,129
1981,123,133
1982,123,132
1983,123,131
1984,123,130
1985,123,129
1986,123,128
1987,122,132
1988,122,131
1989,122,130
1990,122,129
1991,122,128
1992,122,127
1993,121,131
1994,121,130
1995,121,129
1996,121,128
1997,121,127
1998,121,126
1999,120,130
2000,120,129
2001,120,128
2002,120,127
2003,120,126
2004,120,125
2005,119,129
2006,119,128
2007,119,127
2008,119,126
2009,119,125
2010,119,124
2011,118,128
2012,118,127
2013,118,126
2014,118,125
2015,118,124
2016,118,123
2017,117,127
2018,117,126
2019,117,125
2020,117,124
2021,117,123
2022,117,122
2023,116,126
2024,116,125
2025,116,124
2026,116,123
2027,116,122
2028,116,121
2029,115,125
2030,115,124
2031,115,123
2032,115,122
2033,115,121
2034,115,120
2035,114,124
2036,114,123
2037,114,122
2038,114,121
2039,114,120
2040,113,123
2041,113,122
2042,113,121
2043,113,120
2044,113,119
2045,112,122
2046,112,121
2047,112,120
2048,112,119
2049,112,118
2050,112,117
2051,111,121
2052,111,120
2053,111,119
2054,111,118
2055,111,117
2056,111,116
2057,111,115
2058,110,120
2059,110,119
2060,110,118
2061,110,117
2062,110,116
2063,110,115
2064,110,114
2065,110,113
2066,109,119
2067,109,118
2068,109,117
2069,109,116
2070,109,115
2071,109,114
2072,109,113
2073,109,112
2074,109,111
2075,108,117
2076,108,116
2077,108,115
2078,108,114
2079,108,113
2080,108,112
2081,108,111
2082,108,110
2083,108,109
2084,107,115
2085,107,114
2086,107,113
2087,107,112
2088,107,111
2089,107,110
2090,107,109
2091,107,108
2092,107,107
2093,107,106
2094,106,113
2095,106,112
2096,106,111
2097,106,110
2098,106,109
2099,106,108
2100,106,107
2101,106,106
2102,106,105
2103,106,104
2104,105,111
2105,105,110
2106,105,109
2107,105,108
2108,105,107
2109,105,106
2110,105,105
2111,105,104
2112,105,103
2113,105,102
2114,104,108
2115,104,107
2116,104,106
2117,104,105
2118,104,104
2119,104,103
2120,104,102
2121,104,101
2122,104,100
2123,103,106
2124,103,105
2125,103,104
2126,103,103
2127,103,102
2128,103,101
2129,103,100
2130,103,99
2131,103,98
2132,103,97
2133,102,104
2134,102,103
2135,102,102
2136,102,101
2137,102,100
2138,102,99
2139,102,98
2140,102,97
