,Y,X
2136,112,175
2137,111,178
2138,111,177
2139,111,176
2140,111,175
2141,110,178
2142,110,177
2143,110,176
2144,110,175
2145,109,178
2146,109,177
2147,109,176
2148,109,175
2149,108,178
2150,108,177
2151,108,176
2152,108,175
2153,107,178
2154,107,177
2155,107,176
2156,107,175
2157,106,178
2158,106,177
2159,106,176
2160,106,175
2161,105,178
2162,105,177
2163,105,176
2164,105,175
2165,104,178
2166,104,177
2167,104,176
2168,104,175
2169,103,178
2170,103,177
2171,103,176
2172,103,175
2173,102,178
2174,102,177
2175,102,176
2176,102,175
2177,101,178
2178,101,177
2179,101,176
2180,101,175
2181,100,178
2182,100,177
2183,100,176
2184,100,175
2185,99,178
2186,99,177
2187,99,176
2188,99,175
2189,98,178
2190,98,177
2191,98,176
2192,98,175
2193,97,178
2194,97,177
2195,97,176
2196,97,175
2197,96,178
2198,96,177
2199,96,176
2200,96,175
2201,95,178
2202,95,177
2203,95,176
2204,95,175
2205,94,178
2206,94,177
2207,94,176
2208,94,175
2209,93,178
2210,93,177
2211,93,176
2212,93,175
2213,92,178
2214,92,177
2215,92,176
2216,92,175
2217,91,178
2218,91,177
2219,91,176
2220,91,175
2221,90,178
2222,90,177
2223,90,176
2224,90,175
2225,89,177
2226,89,176
2227,89,175
2228,88,177
2229,88,176
2230,88,175
2231,87,177
2232,87,176
2233,87,175
2234,87,174
2235,86,177
2236,86,176
2237,86,175
2238,86,174
2239,85,177
2240,85,176
2241,85,175
2242,85,174
2243,84,177
2244,84,176
2245,84,175
2246,84,174
2247,84,103
2248,84,102
2249,84,101
2250,84,100
2251,84,99
2252,84,98
2253,84,97
2254,84,96
2255,84,95
2256,84,94
2257,84,93
2258,84,92
2259,84,91
2260,84,90
2261,84,89
2262,84,88
2263,84,87
2264,84,86
2265,84,85
2266,84,84
2267,84,83
2268,84,82
2269,84,81
2270,84,80
2271,84,79
2272,84,78
2273,84,77
2274,84,76
2275,84,75
2276,84,74
2277,84,73
2278,84,72
2279,84,71
2280,84,70
2281,84,69
2282,84,68
2283,84,67
2284,84,66
2285,84,65
2286,84,64
2287,84,63
2288,84,62
2289,84,61
2290,84,60
2291,84,59
2292,84,58
2293,84,57
2294,84,56
2295,84,55
2296,84,54
2297,84,53
2298,84,52
2299,84,51
2300,84,50
2301,84,49
2302,84,48
2303,84,47
2304,84,46
2305,84,45
2306,84,44
2307,84,43
2308,84,42
2309,84,41
2310,84,40
2311,84,39
2312,84,38
2313,84,37
2314,84,36
2315,84,35
2316,84,34
2317,84,33
2318,84,32
2319,84,31
2320,84,30
2321,84,29
2322,84,28
2323,84,27
2324,84,26
2325,84,25
2326,84,24
2327,84,23
2328,84,22
2329,84,21
2330,84,20
2331,84,19
2332,84,18
2333,84,17
2334,84,16
2335,84,15
2336,84,14
2337,84,13
2338,84,12
2339,84,11
2340,84,10
2341,84,9
2342,84,8
2343,84,7
2344,84,6
2345,84,5
2346,84,4
2347,84,3
2348,84,2
2349,84,1
2350,83,177
2351,83,176
2352,83,175
2353,83,174
2354,83,119
2355,83,118
2356,83,117
2357,83,116
2358,83,115
2359,83,114
2360,83,113
2361,83,112
2362,83,111
2363,83,110
2364,83,109
2365,83,108
2366,83,107
2367,83,106
2368,83,105
2369,83,104
2370,83,103
2371,83,102
2372,83,101
2373,83,100
2374,83,99
2375,83,98
2376,83,97
2377,83,96
2378,83,95
2379,83,94
2380,83,93
2381,83,92
2382,83,91
2383,83,90
2384,83,89
2385,83,88
2386,83,87
2387,83,86
2388,83,85
2389,83,84
2390,83,83
2391,83,82
2392,83,81
2393,83,80
2394,83,79
2395,83,78
2396,83,77
2397,83,76
2398,83,75
2399,83,74
2400,83,73
2401,83,72
2402,83,71
2403,83,70
2404,83,69
2405,83,68
2406,83,67
2407,83,66
2408,83,65
2409,83,64
2410,83,63
2411,83,62
2412,83,61
2413,83,60
2414,83,59
2415,83,58
2416,83,57
2417,83,56
2418,83,55
2419,83,54
2420,83,53
2421,83,52
2422,83,51
2423,83,50
2424,83,49
2425,83,48
2426,83,47
2427,83,46
2428,83,45
2429,83,44
2430,83,43
2431,83,42
2432,83,41
2433,83,40
2434,83,39
2435,83,38
2436,83,37
2437,83,36
2438,83,35
2439,83,34
2440,83,33
2441,83,32
2442,83,31
2443,83,30
2444,83,29
2445,83,28
2446,83,27
2447,83,26
2448,83,25
2449,83,24
2450,83,23
2451,83,22
2452,83,21
2453,83,20
2454,83,19
2455,83,18
2456,83,17
2457,83,16
2458,83,15
2459,83,14
2460,83,13
2461,83,12
2462,83,11
2463,83,10
2464,83,9
2465,83,8
2466,83,7
2467,83,6
2468,83,5
2469,83,4
2470,83,3
2471,83,2
2472,83,1
2473,82,177
2474,82,176
2475,82,175
2476,82,174
2477,82,173
2478,82,172
2479,82,171
2480,82,170
2481,82,169
2482,82,168
2483,82,167
2484,82,166
2485,82,165
2486,82,164
2487,82,163
2488,82,162
2489,82,161
2490,82,160
2491,82,159
2492,82,158
2493,82,157
2494,82,156
2495,82,155
2496,82,154
2497,82,153
2498,82,152
2499,82,151
2500,82,150
2501,82,149
2502,82,148
2503,82,147
2504,82,146
2505,82,145
2506,82,144
2507,82,143
2508,82,142
2509,82,141
2510,82,140
2511,82,139
2512,82,138
2513,82,137
2514,82,136
2515,82,135
2516,82,134
2517,82,133
2518,82,132
2519,82,131
2520,82,130
2521,82,129
2522,82,128
2523,82,127
2524,82,126
2525,82,125
2526,82,124
2527,82,123
2528,82,122
2529,82,121
2530,82,120
2531,82,119
2532,82,118
2533,82,117
2534,82,116
2535,82,115
2536,82,114
2537,82,113
2538,82,112
2539,82,111
2540,82,110
2541,82,109
2542,82,108
2543,82,107
2544,82,106
2545,82,105
2546,82,104
2547,82,103
2548,82,102
2549,82,101
2550,82,100
2551,82,99
2552,82,98
2553,82,97
2554,82,96
2555,82,95
2556,82,94
2557,82,93
2558,82,92
2559,82,91
2560,82,90
2561,82,89
2562,82,88
2563,82,87
2564,82,86
2565,82,85
2566,82,84
2567,82,83
2568,82,82
2569,82,81
2570,82,80
2571,82,79
2572,82,78
2573,82,77
2574,82,76
2575,82,75
2576,82,74
2577,82,73
2578,82,72
2579,82,71
2580,82,70
2581,82,69
2582,82,68
2583,82,67
2584,82,66
2585,82,65
2586,82,64
2587,82,63
2588,82,62
2589,82,61
2590,82,60
2591,82,59
2592,82,58
2593,82,57
2594,82,56
2595,82,55
2596,82,54
2597,82,53
2598,82,52
2599,82,51
2600,82,50
2601,82,49
2602,82,48
2603,82,47
2604,82,46
2605,82,45
2606,82,44
2607,82,43
2608,82,42
2609,82,41
2610,82,40
2611,82,39
2612,82,38
2613,82,37
2614,82,36
2615,82,35
2616,82,34
2617,82,33
2618,82,32
2619,82,31
2620,82,30
2621,82,29
2622,82,28
2623,82,27
2624,82,26
2625,82,25
2626,82,24
2627,82,23
2628,82,22
2629,82,21
2630,82,20
2631,82,19
2632,82,18
2633,82,17
2634,82,16
2635,82,15
2636,82,14
2637,82,13
2638,82,12
2639,82,11
2640,82,10
2641,82,9
2642,82,8
2643,82,7
2644,82,6
2645,82,5
2646,82,4
2647,82,3
2648,82,2
2649,82,1
2650,81,177
2651,81,176
2652,81,175
2653,81,174
2654,81,173
2655,81,172
2656,81,171
2657,81,170
2658,81,169
2659,81,168
2660,81,167
2661,81,166
2662,81,165
2663,81,164
2664,81,163
2665,81,162
2666,81,161
2667,81,160
2668,81,159
2669,81,158
2670,81,157
2671,81,156
2672,81,155
2673,81,154
2674,81,153
2675,81,152
2676,81,151
2677,81,150
2678,81,149
2679,81,148
2680,81,147
2681,81,146
2682,81,145
2683,81,144
2684,81,143
2685,81,142
2686,81,141
2687,81,140
2688,81,139
2689,81,138
2690,81,137
2691,81,136
2692,81,135
2693,81,134
2694,81,133
2695,81,132
2696,81,131
2697,81,130
2698,81,129
2699,81,128
2700,81,127
2701,81,126
2702,81,125
2703,81,124
2704,81,123
2705,81,122
2706,81,121
2707,81,120
2708,81,119
2709,81,118
2710,81,117
2711,81,116
2712,81,115
2713,81,114
2714,81,113
2715,81,112
2716,81,111
2717,81,110
2718,81,109
2719,81,108
2720,81,107
2721,81,106
2722,81,105
2723,81,104
2724,81,103
2725,81,102
2726,81,101
2727,81,100
2728,81,99
2729,81,98
2730,81,97
2731,81,96
2732,81,95
2733,81,94
2734,81,93
2735,81,92
2736,81,91
2737,81,90
2738,81,89
2739,81,88
2740,81,87
2741,81,86
2742,81,85
2743,81,84
2744,81,83
2745,81,82
2746,81,81
2747,81,80
2748,81,79
2749,81,78
2750,81,77
2751,81,76
2752,81,75
2753,81,74
2754,81,73
2755,81,72
2756,81,71
2757,81,70
2758,81,69
2759,81,68
2760,81,67
2761,81,66
2762,81,65
2763,81,64
2764,81,63
2765,81,62
2766,81,61
2767,81,60
2768,81,59
2769,81,58
2770,81,57
2771,81,56
2772,81,55
2773,81,54
2774,81,53
2775,81,52
2776,81,51
2777,81,50
2778,81,49
2779,81,48
2780,81,47
2781,81,46
2782,81,45
2783,81,44
2784,81,43
2785,81,42
2786,81,41
2787,81,40
2788,81,39
2789,81,38
2790,81,37
2791,81,36
2792,81,35
2793,81,34
2794,81,33
2795,81,32
2796,81,31
2797,81,30
2798,81,29
2799,81,28
2800,81,27
2801,81,26
2802,81,25
2803,81,24
2804,81,23
2805,81,22
2806,81,21
2807,81,20
2808,81,19
2809,81,18
2810,81,17
2811,81,16
2812,81,15
2813,81,14
2814,81,13
2815,81,12
2816,81,11
2817,81,10
2818,81,9
2819,81,8
2820,81,7
2821,81,6
2822,81,5
2823,81,4
2824,81,3
2825,81,2
2826,81,1
2827,80,177
2828,80,176
2829,80,175
2830,80,174
2831,80,173
2832,80,172
2833,80,171
2834,80,170
2835,80,169
2836,80,168
2837,80,167
2838,80,166
2839,80,165
2840,80,164
2841,80,163
2842,80,162
2843,80,161
2844,80,160
2845,80,159
2846,80,158
2847,80,157
2848,80,156
2849,80,155
2850,80,154
2851,80,153
2852,80,152
2853,80,151
2854,80,150
2855,80,149
2856,80,148
2857,80,147
2858,80,146
2859,80,145
2860,80,144
2861,80,143
2862,80,142
2863,80,141
2864,80,140
2865,80,139
2866,80,138
2867,80,137
2868,80,136
2869,80,135
2870,80,134
2871,80,133
2872,80,132
2873,80,131
2874,80,130
2875,80,129
2876,80,128
2877,80,127
2878,80,126
2879,80,125
2880,80,124
2881,80,123
2882,80,122
2883,80,121
2884,80,120
2885,80,119
2886,80,118
2887,80,117
2888,80,116
2889,80,115
2890,80,114
2891,80,113
2892,80,112
2893,80,111
2894,80,110
2895,80,109
2896,80,108
2897,79,172
2898,79,171
2899,79,170
2900,79,169
2901,79,168
2902,79,167
2903,79,166
2904,79,165
2905,79,164
2906,79,163
2907,79,162
2908,79,161
2909,79,160
2910,79,159
2911,79,158
2912,79,157
2913,79,156
2914,79,155
2915,79,154
2916,79,153
2917,79,152
2918,79,151
2919,79,150
2920,79,149
2921,79,148
2922,79,147
2923,79,146
2924,79,145
2925,79,144
2926,79,143
2927,79,142
2928,79,141
2929,79,140
2930,79,139
2931,79,138
2932,79,137
2933,79,136
2934,79,135
2935,79,134
2936,79,133
2937,79,132
2938,79,131
2939,79,130
2940,79,129
2941,79,128
2942,79,127
2943,79,126
2944,79,125
2945,79,124
2946,68,1
2947,67,1
2948,66,1
2949,65,1
2950,64,2
2951,64,1
2952,63,2
2953,63,1
2954,62,2
2955,62,1
2956,61,2
2957,61,1
2958,60,3
2959,60,2
2960,60,1
2961,59,3
2962,59,2
2963,59,1
2964,58,5
2965,58,4
2966,58,3
2967,58,2
2968,58,1
2969,57,6
2970,57,5
2971,57,4
2972,57,3
2973,57,2
2974,57,1
2975,56,7
2976,56,6
2977,56,5
2978,56,4
2979,56,3
2980,56,2
2981,55,8
2982,55,7
2983,55,6
2984,55,5
2985,55,4
2986,55,3
2987,54,9
2988,54,8
2989,54,7
2990,54,6
2991,54,5
2992,54,4
2993,53,10
2994,53,9
2995,53,8
2996,53,7
2997,53,6
2998,53,5
2999,52,11
3000,52,10
3001,52,9
3002,52,8
3003,52,7
3004,52,6
3005,51,12
3006,51,11
3007,51,10
3008,51,9
3009,51,8
3010,51,7
3011,50,13
3012,50,12
3013,50,11
3014,50,10
3015,50,9
3016,50,8
3017,49,14
3018,49,13
3019,49,12
3020,49,11
3021,49,10
3022,49,9
3023,48,15
3024,48,14
3025,48,13
3026,48,12
3027,48,11
3028,48,10
3029,47,17
3030,47,16
3031,47,15
3032,47,14
3033,47,13
3034,47,12
3035,47,11
3036,46,18
3037,46,17
3038,46,16
3039,46,15
3040,46,14
3041,46,13
3042,45,19
3043,45,18
3044,45,17
3045,45,16
3046,45,15
3047,45,14
3048,44,21
3049,44,20
3050,44,19
3051,44,18
3052,44,17
3053,44,16
3054,44,15
3055,43,22
3056,43,21
3057,43,20
3058,43,19
3059,43,18
3060,43,17
3061,43,16
3062,42,23
3063,42,22
3064,42,21
3065,42,20
3066,42,19
3067,42,18
3068,40,26
3069,40,25
3070,40,24
3071,40,23
3072,40,22
3073,40,21
3074,40,20
3075,39,27
3076,39,26
3077,39,25
3078,39,24
3079,39,23
3080,39,22
3081,38,29
3082,38,28
3083,38,27
3084,38,26
3085,38,25
3086,38,24
3087,38,23
3088,37,31
3089,37,30
3090,37,29
3091,37,28
3092,37,27
3093,37,26
3094,37,25
3095,37,24
3096,36,32
3097,36,31
3098,36,30
3099,36,29
3100,36,28
3101,36,27
3102,36,26
3103,35,34
3104,35,33
3105,35,32
3106,35,31
3107,35,30
3108,35,29
3109,35,28
3110,35,27
3111,34,35
3112,34,34
3113,34,33
3114,34,32
3115,34,31
3116,34,30
3117,34,29
3118,33,37
3119,33,36
3120,33,35
3121,33,34
3122,33,33
3123,33,32
3124,33,31
3125,33,30
3126,32,39
3127,32,38
3128,32,37
3129,32,36
3130,32,35
3131,32,34
3132,32,33
3133,32,32
3134,31,40
3135,31,39
3136,31,38
3137,31,37
3138,31,36
3139,31,35
3140,31,34
3141,30,42
3142,30,41
3143,30,40
3144,30,39
3145,30,38
3146,30,37
3147,30,36
3148,30,35
3149,29,43
3150,29,42
3151,29,41
3152,29,40
3153,29,39
3154,29,38
3155,29,37
3156,28,44
3157,28,43
3158,28,42
3159,28,41
3160,28,40
3161,28,39
3162,28,38
3163,27,45
3164,27,44
3165,27,43
3166,27,42
3167,27,41
3168,27,40
3169,26,46
3170,26,45
3171,26,44
3172,26,43
3173,26,42
3174,25,47
3175,25,46
3176,25,45
3177,25,44
3178,25,43
3179,24,48
3180,24,47
3181,24,46
3182,24,45
3183,24,44
3184,24,43
3185,23,49
3186,23,48
3187,23,47
3188,23,46
3189,23,45
3190,23,44
3191,22,50
3192,22,49
3193,22,48
3194,22,47
3195,22,46
3196,22,45
3197,21,51
3198,21,50
3199,21,49
3200,21,48
3201,21,47
3202,21,46
3203,20,52
3204,20,51
3205,20,50
3206,20,49
3207,20,48
3208,20,47
3209,19,53
3210,19,52
3211,19,51
3212,19,50
3213,19,49
3214,19,48
3215,18,53
3216,18,52
3217,18,51
3218,18,50
3219,18,49
3220,17,54
3221,17,53
3222,17,52
3223,17,51
3224,17,50
3225,16,56
3226,16,55
3227,16,54
3228,16,53
3229,16,52
3230,16,51
3231,15,58
3232,15,57
3233,15,56
3234,15,55
3235,15,54
3236,15,53
3237,15,52
3238,14,59
3239,14,58
3240,14,57
3241,14,56
3242,14,55
3243,14,54
3244,14,53
3245,13,61
3246,13,60
3247,13,59
3248,13,58
3249,13,57
3250,13,56
3251,13,55
3252,13,54
3253,12,62
3254,12,61
3255,12,60
3256,12,59
3257,12,58
3258,12,57
3259,12,56
3260,11,64
3261,11,63
3262,11,62
3263,11,61
3264,11,60
3265,11,59
3266,11,58
3267,11,57
3268,10,65
3269,10,64
3270,10,63
3271,10,62
3272,10,61
3273,10,60
3274,10,59
3275,9,67
3276,9,66
3277,9,65
3278,9,64
3279,9,63
3280,9,62
3281,9,61
3282,9,60
3283,8,68
3284,8,67
3285,8,66
3286,8,65
3287,8,64
3288,8,63
3289,8,62
3290,7,69
3291,7,68
3292,7,67
3293,7,66
3294,7,65
3295,7,64
3296,7,63
3297,6,71
3298,6,70
3299,6,69
3300,6,68
3301,6,67
3302,6,66
3303,6,65
3304,5,72
3305,5,71
3306,5,70
3307,5,69
3308,5,68
3309,5,67
3310,4,73
3311,4,72
3312,4,71
3313,4,70
3314,4,69
3315,4,68
3316,3,74
3317,3,73
3318,3,72
3319,3,71
3320,3,70
3321,3,69
3322,2,75
3323,2,74
3324,2,73
3325,2,72
3326,2,71
3327,2,70
3328,1,76
3329,1,75
3330,1,74
3331,1,73
3332,1,72
3333,1,71
